anio,entidad_federativa,municipio,localidad,cct,nombre,ambito,nivel,anio_creacion,antiguedad,alimentacion_agua,bebederos,descarga_agua_residual,con_luz,telefonia_fija,internet,nivel_accesibilidad,wc_alumnos,wc_alumnas,wc_discapacitados,wc_docentes,condicion_fis_wc,num_aulas,estructuras_atipicas,num_edificios,plan_proteccion_civil,mesa_binaria,mesa,silla,silla_paleta,mesa_banco,mesa_banco_binario,pizarron,computadora,laptop,cancha_deportiva,cubierta_techumbre_ext,fn_nombre,entidad_federativa_etq
2020,AGUASCALIENTES,CALVILLO,MALPASO,01DJN0056H,FEDERICO FROEBEL,RURAL,PREESCOLAR,1979,41 A 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,COMPLETA,2,3,1,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,56,160,0,0,0,6,2,0,SIN CANCHA,CON TECHUMBRE,,Aguascalientes
2020,GUANAJUATO,IRAPUATO,IRAPUATO,11DJN2767A,JAIME TORRES BODET,URBANO,PREESCOLAR,1990,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,4,5,0,1,BUENAS,6 A 11 AULAS,SIN ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,122,0,244,0,0,0,7,0,1,SIN CANCHA,SIN TECHUMBRE,,Guanajuato
2020,ZACATECAS,ZACATECAS,ZACATECAS,32DES0038V,J JESUS GONZALEZ ORTEGA,URBANO,SECUNDARIA,1964,MÁS DE 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,12,18,0,2,REGULARES,18 O MÁS AULAS,CON ESTRUCTURA ATÍPICA,CON 9 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,52,147,320,748,0,0,31,45,0,CON CANCHA,CON TECHUMBRE,,Zacatecas
2020,TABASCO,CUNDUACAN,YOLOXOCHITL 2DA. SECCION (SAN SEVERO),27DPR1626M,PROFRA. ROSARIO MA. GUTIERREZ ESKILDSEN,RURAL,PRIMARIA,2000,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,NULA,1,1,0,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,20,0,40,57,10,0,3,0,0,SIN CANCHA,CON TECHUMBRE,,Tabasco
2020,TABASCO,NACAJUCA,LA LOMA,27DPB0074U,GRAL. LAZARO CARDENAS,RURAL,PRIMARIA,1982,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,6,6,0,2,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,6,0,9,112,0,0,6,15,1,SIN CANCHA,CON TECHUMBRE,,Tabasco
2020,CHIHUAHUA,OJINAGA,MANUEL OJINAGA,08DJN0064J,ALFONSO ADAME LUJAN,URBANO,PREESCOLAR,1975,41 A 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,3,0,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,50,0,150,0,0,0,6,0,1,SIN CANCHA,CON TECHUMBRE,,Chihuahua
2020,ZACATECAS,BENITO JUAREZ,LOS CAMPOS,32DJN0003W,FRANCISCO BERUMEN VARELA,RURAL,PREESCOLAR,1995,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,1,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,6,40,0,0,0,1,1,0,CON CANCHA,SIN TECHUMBRE,,Zacatecas
2020,TABASCO,CUNDUACAN,MARIN (RAMPA DE PANUNCIO),27DPR0374S,PROFR. GREGORIO LAZARO PRESENDA,RURAL,PRIMARIA,1960,MÁS DE 50 AÑOS,POZO,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,NULA,1,1,0,0,REGULARES,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,5,12,52,0,0,2,0,1,SIN CANCHA,SIN TECHUMBRE,,Tabasco
2020,AGUASCALIENTES,ASIENTOS,ASIENTOS,01DJN0008Y,ROSAURA ZAPATA,URBANO,PREESCOLAR,1974,41 A 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,3,1,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,43,122,0,0,0,8,1,1,CON CANCHA,CON TECHUMBRE,,Aguascalientes
2020,TABASCO,CUNDUACAN,HUIMANGO 1RA. SECCION (EL DREN),27DPR2023B,REGINO HERNANDEZ LLERGO,RURAL,PRIMARIA,1999,21 A 30 AÑOS,POZO,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,2,0,2,REGULARES,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 7 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,6,2,10,100,0,0,5,11,1,CON CANCHA,CON TECHUMBRE,,Tabasco
2020,TABASCO,CENTRO,RIO VIEJO 3RA. SECCION,27DPR1143H,CARLOS A. MADRAZO,RURAL,PRIMARIA,1970,MÁS DE 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,NULA,2,3,0,2,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 7 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,10,30,50,0,0,2,0,1,SIN CANCHA,SIN TECHUMBRE,,Tabasco
2020,AGUASCALIENTES,AGUASCALIENTES,CAÑADA GRANDE DE COTORINA,01DJN0273W,JUAN RUIZ DE ALARCON,RURAL,PREESCOLAR,1985,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,2,1,0,REGULARES,1 A 2 AULAS,SIN ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,34,54,0,0,0,2,0,0,SIN CANCHA,SIN TECHUMBRE,,Aguascalientes
2020,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,JUVENTINO ROSAS,11ETV0523G,IGNACIO MANUEL ALTAMIRANO,URBANO,SECUNDARIA,1995,21 A 30 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,6,2,2,REGULARES,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,CON 9 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,326,326,65,0,0,24,12,10,CON CANCHA,SIN TECHUMBRE,,Guanajuato
2020,CHIHUAHUA,NUEVO CASAS GRANDES,NUEVO CASAS GRANDES,08DJN0367D,JUAN ESCUTIA,URBANO,PREESCOLAR,1982,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,3,0,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,30,100,0,0,0,5,5,0,SIN CANCHA,CON TECHUMBRE,,Chihuahua
2020,GUANAJUATO,ABASOLO,ABASOLO,11DPR0571S,LIC. CARLOS CORTES OROZCO,URBANO,PRIMARIA,1982,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,7,7,1,2,BUENAS,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,CON 9 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,376,380,0,0,0,14,12,3,CON CANCHA,SIN TECHUMBRE,,Guanajuato
2020,AGUASCALIENTES,RINCON DE ROMOS,EL SALITRILLO,01DPR0141V,RICARDO FLORES MAGON,RURAL,PRIMARIA,1934,MÁS DE 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,5,2,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 6 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,55,55,0,0,0,3,10,2,CON CANCHA,SIN TECHUMBRE,,Aguascalientes
2020,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,LA PALMA,32DJN1473U,BERTHA VON GLUMER,RURAL,PREESCOLAR,1992,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,0,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,10,18,0,0,0,1,0,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,ZACATECAS,CHALCHIHUITES,SAN JOSE DE BUENAVISTA (SAN JOSE DE ABAJO),32DJN0339H,XICOTENCATL,RURAL,PREESCOLAR,1990,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,2,1,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,30,2,0,60,0,0,2,0,0,SIN CANCHA,CON TECHUMBRE,,Zacatecas
2020,TABASCO,JALPA DE MENDEZ,MECOACAN,27DPR0103Z,LEOVIGILDO FERRER 2,RURAL,PRIMARIA,1970,MÁS DE 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,5,1,3,BUENAS,12 A 17 AULAS,SIN ESTRUCTURA ATÍPICA,CON 8 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,5,5,200,430,0,0,12,1,0,SIN CANCHA,CON TECHUMBRE,,Tabasco
2020,ZACATECAS,FRESNILLO,SAN JOSE DEL ALAMITO,32DJN0132Q,JOSE MARIA COSS,RURAL,PREESCOLAR,1986,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,3,1,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,31,101,0,0,0,2,2,0,CON CANCHA,CON TECHUMBRE,,Zacatecas
2020,ZACATECAS,CAÑITAS DE FELIPE PESCADOR,BOQUILLA DE ABAJO,32DJN0171S,FRAY JUAN DE ZUMARRAGA,RURAL,PREESCOLAR,1980,41 A 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,2,0,BUENAS,3 A 5 AULAS,SIN ESTRUCTURA ATÍPICA,CON 1 EDIFICIO,SIN PLAN DE PROTECCIÓN CIVIL,0,34,73,0,0,0,0,1,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,AGUASCALIENTES,ASIENTOS,OJO DE AGUA DE ROSALES,01DJN0312H,LUIS DONALDO COLOSIO MURRIETA,RURAL,PREESCOLAR,1992,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,3,1,0,BUENAS,1 A 2 AULAS,SIN ESTRUCTURA ATÍPICA,CON 1 EDIFICIO,CON PLAN DE PROTECCIÓN CIVIL,0,28,40,0,0,0,2,1,1,SIN CANCHA,SIN TECHUMBRE,,Aguascalientes
2020,ZACATECAS,FRESNILLO,EL SALTO,32DJN0193D,LEOBARDO C RUIZ,RURAL,PREESCOLAR,1985,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,1,2,0,0,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,75,3,7,0,0,0,5,4,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,CHIHUAHUA,JUAREZ,JUAREZ,08DJN2062Z,ALFONSINA STORNI,URBANO,PREESCOLAR,2000,21 A 30 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,4,0,0,REGULARES,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,77,186,0,0,0,6,1,0,CON CANCHA,SIN TECHUMBRE,,Chihuahua
2020,ZACATECAS,MELCHOR OCAMPO,EL JAGÜEY,32DJN0267E,MARTIN TRIANA,RURAL,PREESCOLAR,1990,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,1,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,5,30,0,1,0,1,0,0,CON CANCHA,CON TECHUMBRE,,Zacatecas
2020,ZACATECAS,MONTE ESCOBEDO,GOMEZ,32DJN0386S,XOCHITL,RURAL,PREESCOLAR,1994,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,BIODIGESTOR,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,0,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,7,19,0,0,0,1,0,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,ZACATECAS,VILLA GARCIA,GRANADAS,32DJN0425D,FRANCISCO GONZALEZ BOCANEGRA,RURAL,PREESCOLAR,1990,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,0,0,BUENAS,3 A 5 AULAS,SIN ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,50,78,0,0,0,3,2,0,CON CANCHA,CON TECHUMBRE,,Zacatecas
2020,GUANAJUATO,VILLAGRAN,VILLAGRAN,11DPR0311F,BENITO JUAREZ,URBANO,PRIMARIA,1970,MÁS DE 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,7,10,1,0,BUENAS,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,CON 9 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,439,439,0,0,0,14,8,0,CON CANCHA,SIN TECHUMBRE,,Guanajuato
2020,GUANAJUATO,TARANDACUAO,CERRITO BLANCO,11DPR0380B,MELCHOR OCAMPO,RURAL,PRIMARIA,1985,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,0,1,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,41,41,0,0,0,3,1,2,SIN CANCHA,SIN TECHUMBRE,,Guanajuato
2020,ZACATECAS,PINOS,SANTA GERTRUDIS,32DJN0517U,VICENTE GUERRERO,RURAL,PREESCOLAR,1990,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,2,0,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,15,40,0,0,0,3,1,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,ZACATECAS,LUIS MOYA,ESTEBAN S. CASTORENA (CASAS COLORADAS),32DJN0522F,MA GUADALUPE CASTORENA ACOSTA,RURAL,PREESCOLAR,1997,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,2,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,10,10,0,0,0,2,0,0,SIN CANCHA,CON TECHUMBRE,,Zacatecas
2020,ZACATECAS,VILLA GARCIA,VILLA GARCIA,32DJN0529Z,RAMON LOPEZ VELARDE,URBANO,PREESCOLAR,1989,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,4,5,2,0,REGULARES,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,0,90,0,0,0,7,0,0,SIN CANCHA,CON TECHUMBRE,,Zacatecas
2020,TABASCO,JALPA DE MENDEZ,SAN NICOLAS,27DPR0570U,NARCISO MENDOZA,RURAL,PRIMARIA,1960,MÁS DE 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,1,2,0,0,REGULARES,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 6 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,10,30,50,0,0,3,11,1,SIN CANCHA,CON TECHUMBRE,,Tabasco
2020,TABASCO,CARDENAS,CARDENAS,27EJN0076B,ROSARIO GALLEGOS ESTRADA,URBANO,PREESCOLAR,1988,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,3,3,0,0,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 5 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,86,3,170,0,0,0,8,0,1,CON CANCHA,SIN TECHUMBRE,,Tabasco
2020,ZACATECAS,VILLA HIDALGO,CABALLERIAS (CABALLERIA VILLA HIDALGO),32DJN0634J,IGNACIO MANUEL ALTAMIRANO,RURAL,PREESCOLAR,1990,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,2,2,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,15,23,0,0,0,2,0,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,ZACATECAS,FRESNILLO,TRUJILLO,32DJN0710Z,OCTAVIO PAZ,RURAL,PREESCOLAR,1982,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,0,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 5 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,30,30,75,0,0,0,2,2,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,GUANAJUATO,PENJAMO,RANCHO SECO DE BARAJAS,11DPR1121V,EMILIANO ZAPATA,RURAL,PRIMARIA,1985,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,3,0,0,BUENAS,6 A 11 AULAS,SIN ESTRUCTURA ATÍPICA,CON 5 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,240,240,0,0,0,6,2,0,CON CANCHA,SIN TECHUMBRE,,Guanajuato
2020,ZACATECAS,VILLA GARCIA,VILLA GARCIA,32DJN0738E,GENARO CODINA FERNANDEZ,RURAL,PREESCOLAR,2011,11 A 20 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,2,0,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,30,0,50,0,0,0,1,1,0,SIN CANCHA,CON TECHUMBRE,,Zacatecas
2020,ZACATECAS,GENERAL FRANCISCO R. MURGUIA,EL CARRIZAL,32DJN0745O,ROSARIO CASTELLANOS,RURAL,PREESCOLAR,1995,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,0,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,18,7,36,0,0,0,2,1,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,ZACATECAS,FRESNILLO,PROVIDENCIA (ENRIQUE RAMIREZ),32DJN0750Z,NIÑOS HEROES,RURAL,PREESCOLAR,1985,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,2,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,6,24,0,0,0,0,0,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,ZACATECAS,VILLA DE COS,VILLA DE COS,32DJN0751Z,FRANCISCO GABILONDO SOLER,URBANO,PREESCOLAR,2012,10 AÑOS O MENOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,2,0,BUENAS,1 A 2 AULAS,SIN ESTRUCTURA ATÍPICA,CON 1 EDIFICIO,SIN PLAN DE PROTECCIÓN CIVIL,0,30,60,0,0,0,2,3,0,CON CANCHA,CON TECHUMBRE,,Zacatecas
2020,ZACATECAS,JUCHIPILA,LA RINCONADA,32DJN1087A,LEONA VICARIO,RURAL,PREESCOLAR,1995,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,2,0,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,10,4,18,0,0,0,1,0,0,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,GUANAJUATO,ABASOLO,HUITZATARITO,11DPR1579R,PLUTARCO ELIAS CALLES,RURAL,PRIMARIA,1990,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,PLANTA DE TRATAMIENTO,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,3,4,1,2,BUENAS,6 A 11 AULAS,SIN ESTRUCTURA ATÍPICA,CON 5 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,170,178,0,0,0,7,6,2,SIN CANCHA,SIN TECHUMBRE,,Guanajuato
2020,GUANAJUATO,SAN MIGUEL DE ALLENDE,LA HUERTA,11DPR1997C,PROFR. CLAUDIO CORTES,RURAL,PRIMARIA,1985,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,5,1,2,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 7 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,12,160,180,0,12,0,13,15,4,CON CANCHA,SIN TECHUMBRE,,Guanajuato
2020,ZACATECAS,GUADALUPE,COLONIA OSIRIS,32DJN1493H,BENITO JUAREZ,URBANO,PREESCOLAR,2005,11 A 20 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,0,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,4,4,25,0,0,0,1,0,1,SIN CANCHA,SIN TECHUMBRE,,Zacatecas
2020,ZACATECAS,FRESNILLO,EL EPAZOTE,32DJN1514D,FRANCISCO GABILONDO SOLER,RURAL,PREESCOLAR,1985,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,2,0,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,19,0,26,0,0,2,1,0,SIN CANCHA,CON TECHUMBRE,,Zacatecas
